"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url","about"
"Kościół parafialny pw Najśw. Serca Pana Jezusa","","Szczecin","ul. Bogurodzicy 3, 70-400 SZCZECIN","www.nspj.szczecin.pl","nspj@nspj.szczecin.pl","91/431-08-80, fax. 91/431-08-85"," Jarosław  Staszewski","7:00,, 8:00,, 9:30,, 11:00,, 12:00,, 13:00,, 14:00,, 15:00,, 18:00,, 20:00,","Pn. 6:00,, 7:00,, 8:00,, 9:00,, 12:00,, 17:00,, 18:30,; Wt. 6:00,, 7:00,, 8:00,, 9:00,, 12:00,, 17:00,, 18:30,; Śr. 6:00,, 7:00,, 8:00,, 9:00,, 12:00,, 17:00,, 18:30,, 20:00,; Cz. 6:00,, 7:00,, 8:00,, 9:00,, 12:00,, 17:00,, 18:30,; Pt. 6:00,, 7:00,, 8:00,, 9:00,, 12:00,, 17:00,, 18:30,, 20:00,; So. 6:00,, 7:00,, 8:00,, 9:00,, 12:00,, 17:00,, 18:30,; ","","53.42633,14.54717","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Najsw-Serca-Pana-Jezusa_777","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/777.jpg"
"Kaplica","","Szczecin Hospicjum","ul. Świętego Ducha 9, 70-205 SZCZECIN","www.pallotyni.szczecin.pl/","","91/434-35-02, fax. 91/434-35-02"," Piotr  Bieniek","12:00,","15:00,","","53.46862,14.58768","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Hospicjum-Kaplica-_775","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz27_49.jpg"
"Kaplica","","Szczecin ss Misjonarki Miłości","ul. Świętego Ducha 9, 70-205 SZCZECIN","www.pallotyni.szczecin.pl/","","91/434-35-02, fax. 91/434-35-02"," Piotr  Bieniek","15:00,","Pn. 06:30,; Wt. 06:30,; Śr. 06:30,, 15:00,; Cz. 07:00,; Pt. 06:30,; So. 07:00,; ","","53.41887446,14.56118703","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-ss-Misjonarki-Milosci-Kaplica-_776","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz27_49.jpg"
"Kaplica pw św. Wojciecha","","Dom Pomocy Społecznej -","ul. Ułańska 10, 71-750 SZCZECIN","ostrobramska.eparafia.pl","biuro@ostrobramska.eparafia.pl","91/453-51-44, kom. 601/91.06.76"," Czesław  Baraniewicz","10:00,","Pn. 9:00,; Wt. 9:00,; Śr. 9:00,; Cz. 10:00,; Pt. 15:00,; ","","53.46414,14.56683","http://szczecin.kuria.pl/wspolnoty/koscioly/Dom-Pomocy-Spolecznej--Kaplica-pw-sw-Wojciecha_784","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz21_33.jpg"
"Przęsocin Kościół filialny","","Przęsocin","ul. Ogrodnicza 72, 71-804 SZCZECIN","www.faustyna.eparafia.pl","kontakt@faustyna.eparafia.pl","91/421-68-75, kom. 608/53.89.53, fax. 91/421-68-75"," Adam  Bocheński","10:00,","w razie potrzeby","","53.51004,14.55932","http://szczecin.kuria.pl/wspolnoty/koscioly/Przesocin-Kosciol-filialny-_788","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz47_n42.jpg"
"Kościół parafialny pw Niep. Serca NMP-Stołczyn","","Szczecin","ul. Kościelna 4, 71-834 SZCZECIN","","","694/22.68.25"," Stanisław  Czubak","7:45,, 9:30,, 11:00,, 12:30,, 18:00,","07:00,, 18:00,","","53.49381,14.60167","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Niep-Serca-NMPStolczyn_778","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz02_58.jpg"
"Kościół parafialny pw NMP Nieustającej Pomocy","","Szczecin","ul. Strzałowska 26 a, 71-730 SZCZECIN","www.golecino.eparafia.pl","biuro@golecino.eparafia.pl","91/422-51-15"," Tomasz  Piotrowski","9:00,, 10:30,, 12:00,, 18:00,","18:00,","","53.46764,14.59075","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-NMP-Nieustajacej-Pomocy_779","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz04_45.jpg"
"Kościół parafialny pw Chrystusa Króla","","Szczecin","ul. Inwalidzka 15, 71-880 SZCZECIN","parafiaskolwin.pl","","91/453-83-53"," Artur  Rasmus","7:45,, 9:00,, 10:30,, 12:00,, 18:00,","18:00,","","53.52129,14.60571","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Chrystusa-Krola_781","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/karmel1_029.jpg"
"Kościół parafialny pw św. Antoniego","","Szczecin","ul. Szczecińska 14, 71-786 SZCZECIN","www.s-antoni.szczecin.pl","","91/426-93-93"," Wiesław  Kruczyński","8:30,, 10, 11:30,, 13:00,, 16:00,- w roku szkolnym, 18:00,, 19:30,","07:00, 18:00,","","53.47209,14.54666","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Antoniego_782","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz18_43.jpg"
"Kościół parafialny pw MB Ostrobramskiej","","Szczecin","ul. Ułańska 10, 71-750 SZCZECIN","ostrobramska.eparafia.pl","biuro@ostrobramska.eparafia.pl","91/453-51-44, kom. 601/91.06.76"," Czesław  Baraniewicz","8:00,, 9:30,, 11:00,, 12:30,, 14:00, (oprócz VII i VIII), 18:00,","Pn. 07:00,, 18:00,; Wt. 07:00,, 18:00,; Śr. 07:00,, 18:00,; Cz. 07:00,, 18:00,; Pt. 07:00,, 18:00,, 19:00, (tylko w dni szkolne); So. 07:00,, 18:00,; ","","53.458496942549814,14.568072259426117","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-MB-Ostrobramskiej_783","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz21_33.jpg"
"Kościół parafialny pw Miłosierdzia Bożego","","Szczecin","ul. Przyjaciół Żołnierza 45, 71-670 SZCZECIN","www.milosierdzie.szczecin.pl","milosierdzie.szczecin@gmail.com","91/423-21-73"," Zdzisław  Brzozowski","7:00,, 8:00,, 9:30,, 11:00,, 12:30,, 13:30,, 18:00,, 19:00,","6:30,, 7:00,, 12:00,, 18:00,","","53.45366,14.55682","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Milosierdzia-Bozego_785","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz22_44.jpg"
"Kościół parafialny pw św. Krzysztofa","","Szczecin","ul. Robotnicza 19/3, 71-712 SZCZECIN","www.krzysztof.szczecin.pl","par-krzy@wp.pl","885-10-10-45, kom. 796/34.14.41"," Adam  Komisarczyk","8:30,, 10, 11:30,, 12:30,, 18:00,","18:00,","","53.45800027,14.58207607","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Krzysztofa_786","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/DSCN5270.jpg"
"Kościół parafialny pw św. S. Faustyny Kowalskiej","","Szczecin","ul. Ogrodnicza 72, 71-804 SZCZECIN","www.faustyna.eparafia.pl","kontakt@faustyna.eparafia.pl","91/421-68-75, kom. 608/53.89.53, fax. 91/421-68-75"," Adam  Bocheński","8:00,, 11:00,, 12:30,, 18:00,","18:00,","","53.48529,14.57853","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-S-Faustyny-Kowalskiej_787","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz47_24.jpg"
"Kościół parafialny pw św. Mikołaja","","Szczecin","ul. Golisza 41/1, 71-682 SZCZECIN","www.mikolaj.szczecin.pl","probrk@wp.pl","91/454-05-30, kom. 693/40.82.51"," Ryszard  Kamiński","8:00,, 9:30,, 11:00,, 12:30,, 18:00,","07:00,, 18:00,","","53.45311950161233,14.568268060684204","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Mikolaja_789","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz48_67.jpg"
"Kościół parafialny pw Stanisława Kostki","","Szczecin","ul. Matki Teresy z Kalkuty 5, 71-622 SZCZECIN","www.kostka.eparafia.pl","proboszczkostki@gmail.com","91/422-66-88, kom. 502 561 129"," Mariusz  Koluczek","6:30,, 8:00,, 9:30,, 11:00, (Suma), 12:30, (dziecięca), 14:00,, 18:00,, 19:00,","7:00,, 8:00,, 18:00,","","53.43759664719974,14.566572904586792","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Stanislawa-Kostki_890","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/1215090657.jpg"
"Karsibór Kościół filialny","","Karsibór","ul. Sąsiedzka 3, 72-605 ŚWINOUJŚCIE","","","91/322-17-96, fax. 91/322-17-96"," Ryszard  Lemieszek","10:00,","","","53.85336,14.32130","http://szczecin.kuria.pl/wspolnoty/koscioly/Karsibor-Kosciol-filialny-_797","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s23_k46.jpg"
"Kościół parafialny pw MB Jasnogórskiej","","Lubin","ul. Turkusowa 9, 72-500 MIĘDZYZDROJE","","parafia.lubin@wp.pl","91/328-41-04, kom. 605/78.74.35, fax. 91/328-41-04"," Waldemar  Michałowski","11:00,, 19:00,-latem","Pn. 18:00,; Śr. 18:00,; Pt. 18:00,; ","","53.86603,14.43267","http://szczecin.kuria.pl/wspolnoty/koscioly/Lubin-Kosciol-parafialny-pw-MB-Jasnogorskiej_790","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/l04_13.jpg"
"Kościół parafialny pw św. Piotra Ap.","","Międzyzdroje","ul. Lipowa 2 s.p.55, 72-500 MIĘDZYZDROJE","www.parafia.miedzyzdroje.edu.pl","spiotra@szczecin.opoka.org.pl","91/328-12-41"," Marian  Wittlieb","7:00,(latem), 9:00,, 10:30,, 12:00,, 17:30,, 19:00,(latem)","Pn. 09:00, 17:30,; Wt. 09:00, 17:30,; Śr. 09:00, 17:30,; Cz. 09:00, 17:30,; Pt. 09:00, 17:30,; So. 9:00,, 17:30,, 19:00,(latem); ","","53.92951,14.45518","http://szczecin.kuria.pl/wspolnoty/koscioly/Miedzyzdroje-Kosciol-parafialny-pw-sw-Piotra-Ap_792","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m09_24.jpg"
"Kaplica","","Szpital","ul. Piastowska 11, 72-600 ŚWINOUJŚCIE","www.parafiagwiazdymorza.swi.pl/","","(+48) 91/321-37-69"," Zbigniew  Rzeszótko","15:00,","","","53.90999,14.25835","http://szczecin.kuria.pl/wspolnoty/koscioly/Szpital-Kaplica-_795","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/794.jpg"
"Kościół parafialny pw Chrystusa Króla","","Świnoujście","ul. Plac Kościelny 1, 72-600 ŚWINOUJŚCIE","www.parafia.swi.pl/","","91/321-20-32"," Kazimierz  Sasadeusz","7:30,, 9:00,, 10, 11:30,, 13:00,, 17:00,, 18:00,, 19:00,","Pn. 7:00,, 7:30,, 18:00,; Wt. 7:30,, 18:00,; Śr. 7:00,, 7:30,, 18:00,; Cz. 7:00,, 7:30,, 18:00,; Pt. 7:00,, 7:30,, 18:00,; So. 7:30,, 18:00,; ","","53.90830,14.24751","http://szczecin.kuria.pl/wspolnoty/koscioly/Swinoujscie-Kosciol-parafialny-pw-Chrystusa-Krola_793","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s21_61.jpg"
"Kościół parafialny pw NMP Gwiazdy Morza","","Świnoujście","ul. Piastowska 11, 72-600 ŚWINOUJŚCIE","www.parafiagwiazdymorza.swi.pl/","","(+48) 91/321-37-69"," Zbigniew  Rzeszótko","7:00,, 8:30,, 10:00,, 11:30,, 13:00,, 18:00, (w lipcu i sierpniu także 19:30,)","7:00,, 9:00,, 18:00,","","53.91058,14.24779","http://szczecin.kuria.pl/wspolnoty/koscioly/Swinoujscie-Kosciol-parafialny-pw-NMP-Gwiazdy-Morza_794","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/794.jpg"
"Kościół parafialny pw Najśw. Serca Pana Jezusa","","Świnoujście","ul. Sąsiedzka 3, 72-605 ŚWINOUJŚCIE","","","91/322-17-96, fax. 91/322-17-96"," Ryszard  Lemieszek","7:45,, 12:00,,","Pn. 8:00,; Wt. 8:00,; Śr. 18:00,; Cz. 18:00,; Pt. 18:00,; So. 18:00,; ","","53.88561,14.34060","http://szczecin.kuria.pl/wspolnoty/koscioly/Swinoujscie-Kosciol-parafialny-pw-Najsw-Serca-Pana-Jezusa_796","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s23_38.jpg"
"Kościół parafialny pw bł. Michała Kozala BM","","Świnoujście","ul. Gdańska 20, 72-600 ŚWINOUJŚCIE","www.michalkozal.swi.pl/","mkozal@fornet.com.pl","91/321-31-82"," Roman  Garbicz","7:00,, 8:30,, 10:00,, 11:30,, 13:00,, 18:30, 19:30,(latem)","Pn. 7:00,, 9:00,, 18:00,; Wt. 7:00,, 9:00,, 18:00,; Śr. 7:00,, 9:00,, 18:00,; Cz. 7:00,, 9:00,, 18:00,; Pt. 7:00,, 9:00,, 18:00,; So. 7:00,, 9:00,, 18:00,( liturgia niedzielna); ","","53.90700,14.23009","http://szczecin.kuria.pl/wspolnoty/koscioly/Swinoujscie-Kosciol-parafialny-pw-bl-Michala-Kozala-BM_799","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s29_26.jpg"
"Kościół parafialny pw świętych Stanisława i Bonifacego BM","","Świnoujście","ul. Henryka Siemiradzkiego 9, 72-600 ŚWINOUJŚCIE","www.parafiastanboni.swi.pl","Igsta@poczta.onet.pl","91/327-04-02, fax. 91/327-17-86"," Ignacy  Stawarz","19:00, (wieczorem dnia poprzedzającego), 7:30,, 9:00,, 10:30,, 12:00, (z udziałem dzieci), 18:00,","Pn. 6:30,, 19:00,; Wt. 19:00,; Śr. 6:30,, 19:00,; Cz. 19:00,; Pt. 6:30,, 19:00,; So. 17:00,; ","","53.91639,14.23500","http://szczecin.kuria.pl/wspolnoty/koscioly/Swinoujscie-Kosciol-parafialny-pw-swietych-Stanislawa-i-Bonifacego-BM_800","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s31_43.jpg"
"Kościół parafialny pw św. Wojciecha BM","","Świnoujście  72-602","ul. Sosnowa 5a, 72-602 ŚWINOUJŚCIE","","swwojciech1977@wp.pl","91/321-50-58, kom. wik. 91/321-50-16"," Bernard  Boguszewski","9:00,, 10:30,, 12:00,, 18:00, (17.00, w okresie zimowym ); VII - VIII - 8.00,, 9.30,, 11.00,, 18.00,","18:oo(17:00,)","","53.90384,14.28390","http://szczecin.kuria.pl/wspolnoty/koscioly/Swinoujscie-72602--Kosciol-parafialny-pw-sw-Wojciecha-BM_798","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s24_34.jpg"
"Wapnica Kościół filialny","","Wapnica","ul. Turkusowa 9, 72-500 MIĘDZYZDROJE","","parafia.lubin@wp.pl","91/328-41-04, kom. 605/78.74.35, fax. 91/328-41-04"," Waldemar  Michałowski","9:30,, 12:30,","Wt. 18:00,; Cz. 18:00,; So. 18:00,; ","","53.88061,14.43623","http://szczecin.kuria.pl/wspolnoty/koscioly/Wapnica-Kosciol-filialny-_791","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/l04_w08.jpg"
"Chomętowo Kościół filialny pw Świętej Rodziny z Nazaretu","","Chomętowo","ul. Lipowa 10, 72-320 Trzebiatów","www.trzebiatow.eparafia.pl","trzebiatow@eparafia.pl","91/387-24-59"," Andrzej  Dowal","14:00,","","","54.03651,15.17390","http://szczecin.kuria.pl/wspolnoty/koscioly/Chometowo-Kosciol-filialny-pw-Swietej-Rodziny-z-Nazaretu_827","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/827.jpg"
"Ciećmierz Kościół filialny pw Zwiastowania NMP","","Ciećmierz","ul. Boczna 3, 72-342 CERKWICA","","","91/386-77-24, fax. 91/386-77-24"," Kazimierz  Olejniczak","15:00,","","","53.99187,15.03426","http://szczecin.kuria.pl/wspolnoty/koscioly/Ciecmierz-Kosciol-filialny-pw-Zwiastowania-NMP_802","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/Ciemierz_1.jpg"
"Czaplin Wielki Kościół filialny pw Miłosierdzia Bożego","","Czaplin Wielki","ul. Boczna 3, 72-342 CERKWICA","","","91/386-77-24, fax. 91/386-77-24"," Kazimierz  Olejniczak","11:00,","","","54.02247,15.15428","http://szczecin.kuria.pl/wspolnoty/koscioly/Czaplin-Wielki-Kosciol-filialny-pw-Milosierdzia-Bozego_803","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/Czaplin_Wielki_1.jpg"
"Gołańcz Kościół filialny","","Gołańcz","ul. Gosław 77, 72-320 TRZEBIATÓW","","czemarek@onet.eu","91/386-18-55, kom. 519.185.276"," Czesław  Margas","9:00,","","","54.06868,15.42718","http://szczecin.kuria.pl/wspolnoty/koscioly/Golancz-Kosciol-filialny-_806","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/g07_39.jpg"
"Kościół parafialny pw Chrystusa Króla","","Gosław","ul. Gosław 77, 72-320 TRZEBIATÓW","","czemarek@onet.eu","91/386-18-55, kom. 519.185.276"," Czesław  Margas","10:30,","Pn. 17:00,; Wt. 17:00,; Śr. 17:00,; Cz. 17:00,; Pt. 17:00,; So. 18:00,; ","","54.05368,15.40398","http://szczecin.kuria.pl/wspolnoty/koscioly/Goslaw-Kosciol-parafialny-pw-Chrystusa-Krola_805","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g07_39.jpg"
"Kościół parafialny pw św. Stanisława Kostki","","Karnice","ul. Kasztanowa 6, 72-343 KARNICE","","","91/386-82-70"," Ryszard  Wiencis","10 12:15,","17:00,","","54.03530,15.04570","http://szczecin.kuria.pl/wspolnoty/koscioly/Karnice-Kosciol-parafialny-pw-sw-Stanislawa-Kostki_808","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k03_28.jpg"
"Kościół parafialny pw Niep. Poczęcia NMP","","Konarzewo","ul. Konarzewo 17, 72-350 NIECHORZE","","","91/386-32-70"," Marian  Nohanowicz","09:00, 12:00,","Pn. 17:00, (18:00,- 1 VI - 30 IX); Wt. 17:00, (18:00,- 1 VI - 30 IX); Śr. 17:00, (18:00,- 1 VI - 30 IX); Cz. 17:00, (18:00,- 1 VI - 30 IX)); Pt. 17:00, (18:00,- 1 VI - 30 IX); So. 17:00, (18:00,- 1 VI - 30 IX); ","","54.07428,15.11601","http://szczecin.kuria.pl/wspolnoty/koscioly/Konarzewo-Kosciol-parafialny-pw-Niep-Poczecia-NMP_810","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k11_23.jpg"
"Kaplica pw św. Izydora Oracza","","Lewice","ul. Lipowa 10, 72-320 Trzebiatów","www.trzebiatow.eparafia.pl","trzebiatow@eparafia.pl","91/387-24-59"," Andrzej  Dowal","12:30,","","","54.02224,15.32006","http://szczecin.kuria.pl/wspolnoty/koscioly/Lewice-Kaplica-pw-sw-Izydora-Oracza_826","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/826.jpg"
"Lędzin Kościół filialny pw Narodzenia NMP","","Lędzin","ul. Krakowska 22, 72-350 NIECHORZE","parafianiechorze.pl","j.czujko@onet.pl","91/386-34-41, kom. 501.23.59.33"," Józef  Czujko","8.45,","Cz. 18:00,; ","","54.07075,15.07528","http://szczecin.kuria.pl/wspolnoty/koscioly/Ledzin--Kosciol-filialny-pw-Narodzenia-NMP_816","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/IMG_0169.jpg"
"Kaplica pw Królowej Korony Polskiej","","Mirosławice","ul. Lipowa 10, 72-320 Trzebiatów","www.trzebiatow.eparafia.pl","trzebiatow@eparafia.pl","91/387-24-59"," Andrzej  Dowal","10:00,","","","54.04233,15.28114","http://szczecin.kuria.pl/wspolnoty/koscioly/Miroslawice-Kaplica-pw-Krolowej-Korony-Polskiej_824","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/824.jpg"
"Kościół parafialny pw św. Ap. Piotra i Pawła","","Mrzeżyno","ul. Nadmorska 7, 72-330 MRZEŻYNO","www.piotraipawla.org","","91/386-62-20"," Wojciech  Helak","9:00,, 11:30,, (16:30,, 19:30,- w sezonie turyst)","Pn. 16:30, (19:30,-w sezonie turystycznym); Wt. 16:30, (19:30,- w sezonie turystycznym); Śr. 16:30, (19:30,- w sezonie turystycznym); Cz. 16:30, (19:30,- w sezonie turystycznym); Pt. 16:30, (19:30,- w sezonie turystycznym); So. 16:30, (19:30,- w sezonie turystycznym); ","","54.14366,15.29140","http://szczecin.kuria.pl/wspolnoty/koscioly/Mrzezyno-Kosciol-parafialny-pw-sw-Ap-Piotra-i-Pawla_812","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m14_14.jpg"
"Kościół parafialny pw św. Stanisława BM","","Niechorze","ul. Krakowska 22, 72-350 NIECHORZE","parafianiechorze.pl","j.czujko@onet.pl","91/386-34-41, kom. 501.23.59.33"," Józef  Czujko","10.00, 19:00,(sezon)","Pn. 17:00, (19.00,); Wt. 17:00, (19.00,); Śr. 17:00, (19.00,); Cz. 17:00, (19.00,); Pt. 17:00, (19.00,); So. 09:30,; 17:00, (19.00,); ","","54.09534,15.08008","http://szczecin.kuria.pl/wspolnoty/koscioly/Niechorze-Kosciol-parafialny-pw-sw-Stanislawa-BM_815","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/DSC00344.jpg"
"Kaplica","","Ninikowo","ul. Kasztanowa 6, 72-343 KARNICE","","","91/386-82-70"," Ryszard  Wiencis","08:30,","","","54.05808,15.02464","http://szczecin.kuria.pl/wspolnoty/koscioly/Ninikowo-Kaplica-_809","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/k03_28.jpg"
"Paprotno Kościół filialny pw Matki Bożej Ostrobramskiej","","Paprotno","ul. Boczna 3, 72-342 CERKWICA","","","91/386-77-24, fax. 91/386-77-24"," Kazimierz  Olejniczak","9:30,","","","53.99080,15.06851","http://szczecin.kuria.pl/wspolnoty/koscioly/Paprotno-Kosciol-filialny-pw-Matki-Bozej-Ostrobramskiej_804","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/Paprotno_1.jpg"
"Pogorzelica Kościół filialny pw Wniebowzięcia NMP","","Pogorzelica","ul. Krakowska 22, 72-350 NIECHORZE","parafianiechorze.pl","j.czujko@onet.pl","91/386-34-41, kom. 501.23.59.33"," Józef  Czujko","11:30, (cały rok) oraz 16:30, i 20:30, (sezon)","17:00, (sezon)","","54.10304,15.12034","http://szczecin.kuria.pl/wspolnoty/koscioly/Pogorzelica-Kosciol-filialny-pw-Wniebowziecia-NMP_817","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/IMG_0179.jpg"
"Pustkowo Kościół filialny","","Pustkowo","ul. Dworcowa 2, 72-344 REWAL","","","91/386-25-64"," Krzysztof  Przybyło","10:00,, (10:00,, 20:00, sezon)","","","54.06911,14.97271","http://szczecin.kuria.pl/wspolnoty/koscioly/Pustkowo-Kosciol-filialny-_821","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/r07_66.jpg"
"Kościół parafialny pw Najświętszego Zbawiciela","","Rewal","ul. Dworcowa 2, 72-344 REWAL","","","91/386-25-64"," Krzysztof  Przybyło","9:00,, 11:00,, 17:00,. (w sezonie Msze św.:7:30,, 9:00,, 10:30,, 12:00,, 19:00,, 21:00,)","Pn. 17:00,; 19:00,(sezon); Wt. 10:00,; 19:00,(sezon); Śr. 10:00,;19:00,(sezon); Cz. 10:00,; 19:00,(sezon); Pt. 10:00,; 19:00,(sezon); So. 10:00,; 19:00,(sezon); ","","54.08074,15.01472","http://szczecin.kuria.pl/wspolnoty/koscioly/Rewal-Kosciol-parafialny-pw-Najswietszego-Zbawiciela_818","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/r07_66.jpg"
"Roby Kościół filialny pw Niepokalanego Serca NMP","","Roby","ul. Nadmorska 7, 72-330 MRZEŻYNO","www.piotraipawla.org","","91/386-62-20"," Wojciech  Helak","13:30,","Pt. 15:30,; ","","54.12143,15.31689","http://szczecin.kuria.pl/wspolnoty/koscioly/Roby-Kosciol-filialny-pw-Niepokalanego-Serca-NMP_814","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m14_r16.jpg"
